generation,wall_time_s,train_loss_start,train_loss_end,loss_drop_rel,latent_drift,effective_rank
10,15.574817657470703,11847.123046875,439.501708984375,0.9629022479057312,0.7891983985900879,6.782183647155762
10,26.9710750579834,70.26795959472656,3.2062408924102783,0.9543712139129639,0.3250742554664612,7.341710567474365
30,45.905540466308594,58.55385971069336,19.111047744750977,0.6736159324645996,0.06814037263393402,8.972027778625488
30,51.02252960205078,105.52564239501953,52.700897216796875,0.5005868077278137,0.07065474987030029,8.548063278198242
60,58.93037033081055,95777.6328125,406.0052490234375,0.995760977268219,0.03368983417749405,8.218146324157715
60,74.04167175292969,63.146812438964844,7.485548973083496,0.8814579844474792,0.10278812050819397,8.750922203063965
100,91.79888916015625,433.16534423828125,505.421875,-0.1668105125427246,0.2659716010093689,9.113601684570312
100,98.36531066894531,292.4541015625,80.97826385498047,0.7231078147888184,0.20145456492900848,8.587846755981445
150,119.804931640625,3334.989013671875,376.2083435058594,0.887193500995636,0.16390743851661682,8.502215385437012
150,128.37208557128906,357.9035339355469,109.25011444091797,0.6947498321533203,0.08110354840755463,8.747843742370605
210,144.0747833251953,450.0650329589844,589.9631958007812,-0.3108398914337158,0.1383073776960373,6.716475963592529
210,159.01243591308594,447.2806701660156,49.29827117919922,0.8897822499275208,0.06582282483577728,7.5903401374816895
280,184.3046875,320.4584655761719,177.34661865234375,0.44658470153808594,0.0795568972826004,6.607723236083984
280,198.06039428710938,129.26409912109375,12.7648344039917,0.9012499451637268,0.2925639748573303,7.524661064147949
360,219.96981811523438,174.72360229492188,94.8694076538086,0.4570315182209015,0.1923680305480957,7.927576065063477
360,229.4847869873047,291.16363525390625,79.48208618164062,0.727019190788269,0.09939177334308624,7.817808151245117
450,259.2206726074219,585.2752685546875,182.36874389648438,0.6884051561355591,0.06713175773620605,7.627562046051025
450,267.5429382324219,308.2940673828125,62.141082763671875,0.7984356880187988,0.05126214772462845,7.876058101654053
550,302.9855041503906,1710.7462158203125,337.09869384765625,0.802952229976654,0.0635489895939827,8.253416061401367
550,314.6465148925781,310.21923828125,32.129188537597656,0.8964307308197021,0.05264529958367348,7.445065975189209
660,344.18121337890625,340.6490478515625,257.4909973144531,0.24411648511886597,0.08267271518707275,8.347982406616211
660,359.3720703125,67.27294158935547,3.323498487472534,0.950596809387207,0.14387141168117523,7.54112434387207
780,400.3824768066406,132.87921142578125,75.85164642333984,0.4291684627532959,0.18817147612571716,7.6849589347839355
780,407.1728210449219,57.930267333984375,29.623292922973633,0.4886387586593628,0.034239333122968674,7.529184818267822
910,898.3373413085938,29296.875,373.12677001953125,0.9872639179229736,0.037711404263973236,6.666905879974365
910,912.2860717773438,218.86831665039062,26.531145095825195,0.8787803053855896,0.07785695791244507,7.137779712677002
1050,946.1234741210938,377.993896484375,384.2480163574219,-0.016545558348298073,0.1270589381456375,6.01068115234375
1050,959.0899658203125,110.94113159179688,15.59345817565918,0.8594438433647156,0.1400502622127533,6.842891216278076
1200,1001.448974609375,278.02227783203125,136.7993621826172,0.5079553723335266,0.02964738942682743,6.773299694061279
1200,1006.78173828125,102.82772064208984,4372.57568359375,-41.5233154296875,0.052777402102947235,5.790124416351318
1360,1058.5765380859375,inf,inf,nan,0.11166523396968842,5.148451328277588
1360,1073.9283447265625,inf,inf,nan,-8.381903171539307e-09,5.243597984313965
1530,1126.7835693359375,inf,inf,nan,-8.381903171539307e-09,5.199718475341797
1530,1142.3531494140625,inf,inf,nan,-8.381903171539307e-09,5.249793529510498
1710,1196.834716796875,inf,inf,nan,-8.381903171539307e-09,5.339141368865967
1710,1212.2431640625,inf,inf,nan,-8.381903171539307e-09,5.161651611328125
1900,1265.20654296875,inf,inf,nan,-8.381903171539307e-09,5.081818580627441
1900,1280.0006103515625,inf,inf,nan,-8.381903171539307e-09,5.251791477203369
