generation,wall_time_s,train_loss_start,train_loss_end,loss_drop_rel,latent_drift,effective_rank
10,14.00263500213623,11847.123046875,439.501708984375,0.9629022479057312,0.7891983985900879,6.782183647155762
10,22.397308349609375,67.4313735961914,2.5049691200256348,0.9628515839576721,0.4293033182621002,5.569835186004639
30,34.163543701171875,124.1824722290039,53.607704162597656,0.5683150291442871,0.4160615801811218,8.52531909942627
30,42.67054748535156,78.30964660644531,14.635520935058594,0.8131070733070374,0.30423474311828613,6.552303314208984
60,56.756866455078125,580.568603515625,205.10450744628906,0.64671790599823,0.2534583806991577,8.848329544067383
60,61.62333297729492,88.09400177001953,24.765012741088867,0.7188796997070312,0.2137984037399292,6.602459907531738
100,77.41588592529297,317.9173889160156,163.68341064453125,0.48513853549957275,0.26043635606765747,9.202835083007812
100,86.62309265136719,555.7621459960938,103.05044555664062,0.8145781755447388,0.43031302094459534,7.8784918785095215
150,101.95484161376953,680.103515625,427.1632995605469,0.3719142973423004,0.349140465259552,8.362710952758789
150,111.71346282958984,388.7828674316406,43.07353210449219,0.8892092704772949,0.29686859250068665,6.056487560272217
210,136.05245971679688,1041.359619140625,351.9658203125,0.6620131731033325,0.2015606015920639,8.385151863098145
210,147.98658752441406,1013.60595703125,18.023225784301758,0.9822186827659607,0.23582932353019714,5.328754425048828
280,168.84303283691406,1473.659912109375,453.5250549316406,0.6922457814216614,0.30691900849342346,8.292094230651855
280,173.14712524414062,711.2034301757812,374.2561950683594,0.47377052903175354,0.39813828468322754,6.799246788024902
360,204.2590789794922,5613.443359375,472.46343994140625,0.915833592414856,0.438507616519928,8.53506851196289
360,220.71133422851562,176.22854614257812,2.6863722801208496,0.9847562909126282,0.18689057230949402,6.787041187286377
450,254.2024688720703,3801.133544921875,265.2239685058594,0.9302250146865845,0.20725566148757935,7.756556510925293
450,266.6839599609375,15.861903190612793,0.3880772292613983,0.9755340218544006,0.154983252286911,7.658629894256592
550,295.2904052734375,190.37887573242188,156.04615783691406,0.18033890426158905,0.16300150752067566,7.847239971160889
550,304.80792236328125,55.554283142089844,7.987887382507324,0.8562147617340088,0.13197803497314453,6.69547700881958
660,336.4097900390625,359.5907287597656,273.07781982421875,0.24058714509010315,0.2221839725971222,6.8791890144348145
660,347.28564453125,13.534509658813477,2.158360481262207,0.8405290842056274,0.18189126253128052,7.0604729652404785
780,378.0256652832031,504.3086853027344,363.7701721191406,0.2786755859851837,0.4795793890953064,7.584117412567139
780,392.46240234375,72.05938720703125,0.6030587553977966,0.9916310906410217,0.2587067186832428,7.880558490753174
910,433.2696838378906,1541.09033203125,138.07623291015625,0.9104035496711731,0.2347373217344284,8.158024787902832
910,444.3554382324219,55.1549072265625,10.685995101928711,0.8062548637390137,0.11932291835546494,6.676873683929443
1050,478.7657470703125,5684.94140625,586.2950439453125,0.8968687653541565,0.06622461974620819,6.29052734375
1050,494.973388671875,64.09156036376953,4.040560722351074,0.9369564056396484,0.13872244954109192,7.05515193939209
1200,539.71435546875,17582.888671875,415.9677429199219,0.9763424396514893,0.06451490521430969,7.6001973152160645
1200,552.0965576171875,51.491600036621094,3.587400436401367,0.9303303956985474,0.1154608204960823,6.323568820953369
1360,586.6848754882812,4583.55712890625,3743.60302734375,0.18325376510620117,0.280616819858551,6.323084354400635
1360,591.0299682617188,455.1776123046875,1182.8956298828125,-1.598756194114685,0.4908052682876587,6.746152400970459
1530,628.213623046875,124028.53125,14681.59375,0.8816272616386414,0.4432702362537384,6.243839740753174
1530,632.661865234375,52389.9296875,2131.02294921875,0.9593238234519958,0.33615484833717346,7.102144241333008
1710,671.165771484375,857425.625,564941.25,0.3411192297935486,0.29652878642082214,5.922754287719727
1710,688.2362670898438,1301.647216796875,140.494873046875,0.8920637965202332,0.23799662292003632,7.2679619789123535
1900,741.0982666015625,inf,inf,nan,0.2894256114959717,7.049902439117432
1900,757.6736450195312,inf,inf,nan,0.056121353060007095,6.48123025894165
