generation,wall_time_s,archive_size,qd_score,max_fitness,mean_fitness,mean_fitness_top_k,extinction_event,trigger_recent_rate,trigger_historical_rate,trigger_ratio,trigger_fired,d_min_recent_volatility,d_min_historical_volatility,d_min_volatility_ratio,d_min_trigger_fired,extinction_remaining_prop,latent_bbox_volume,latent_space_diameter,latent_pca_volume,repertoire_d_min,archive_n_occupied,archive_coverage,archive_occupancy_entropy
5,4.275182723999023,1024,-71382.109375,-14.13257884979248,-69.70909118652344,-47.70027542114258,False,nan,nan,nan,False,nan,nan,nan,False,nan,2781665024.0,61.275146484375,707783901052928.0,0.24425673484802246,1024,1.0,3.5787150859832764
10,5.493260860443115,1024,-64086.00390625,-13.007694244384766,-62.583988189697266,-35.264713287353516,False,nan,nan,nan,False,nan,nan,nan,False,nan,6752499200.0,62.082672119140625,3097665705345024.0,0.48633670806884766,1024,1.0,3.4461843967437744
15,37.058868408203125,1024,-71030.140625,-12.932622909545898,-69.36537170410156,-43.32021713256836,False,nan,nan,nan,False,nan,nan,nan,False,nan,2.27835297295087e-08,0.29577845335006714,0.005932556465268135,0.013918657787144184,1024,1.0,3.815265417098999
20,38.16484832763672,1024,-71397.296875,-12.932622909545898,-69.72392272949219,-46.167755126953125,False,nan,nan,nan,False,nan,nan,nan,False,nan,2.5045553186942016e-08,0.39214766025543213,0.008169847540557384,0.01725701242685318,1024,1.0,3.9353604316711426
25,39.28801345825195,1024,-71174.90625,-12.932622909545898,-69.50674438476562,-45.6712646484375,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.131667725142506e-08,0.3111145794391632,0.011584960855543613,0.019630052149295807,1024,1.0,4.005421161651611
30,40.40072250366211,1024,-70562.625,-12.932622909545898,-68.9088134765625,-44.85186767578125,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.580516860779426e-08,0.318878173828125,0.013966348022222519,0.0210253968834877,1024,1.0,4.088982582092285
35,60.23964309692383,1024,-70978.3203125,-12.834914207458496,-69.31476593017578,-45.44517135620117,False,nan,nan,nan,False,nan,nan,nan,False,nan,499.3181457519531,3.7185864448547363,1126161152.0,0.3088778555393219,1024,1.0,4.862845420837402
40,61.22032165527344,1024,-70177.7265625,-12.738363265991211,-68.5329360961914,-43.99950408935547,False,nan,nan,nan,False,nan,nan,nan,False,nan,639.1910400390625,3.51308274269104,1452824448.0,0.33600273728370667,1024,1.0,4.944243431091309
45,62.342952728271484,1024,-69262.015625,-12.646995544433594,-67.63868713378906,-42.927276611328125,False,nan,nan,nan,False,nan,nan,nan,False,nan,646.306884765625,3.901731491088867,1532683136.0,0.34877538681030273,1024,1.0,4.998439311981201
50,63.45549774169922,1024,-68052.4140625,-12.646995544433594,-66.45743560791016,-41.21763229370117,False,nan,nan,nan,False,nan,nan,nan,False,nan,1043.4256591796875,3.934113025665283,1701867136.0,0.3581015169620514,1024,1.0,4.928557872772217
55,64.5881576538086,1024,-67385.375,-12.646995544433594,-65.8060302734375,-40.70499801635742,False,nan,nan,nan,False,nan,nan,nan,False,nan,1231.0460205078125,4.2040252685546875,2015979776.0,0.37119102478027344,1024,1.0,5.000759601593018
60,65.71969604492188,1024,-66614.765625,-12.244454383850098,-65.05348205566406,-40.8022346496582,False,nan,nan,nan,False,nan,nan,nan,False,nan,1570.0,4.245579242706299,2447361536.0,0.37699127197265625,1024,1.0,5.004152774810791
65,88.77660369873047,1024,-65682.5625,-12.244454383850098,-64.14312744140625,-38.462100982666016,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.18074177205562592,1.726935863494873,79636.8984375,0.10194108635187149,1024,1.0,4.515743732452393
70,89.83197784423828,1024,-65705.640625,-12.244454383850098,-64.16566467285156,-37.82084655761719,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.18979981541633606,1.72989022731781,113254.5,0.11430148035287857,1024,1.0,4.610775470733643
75,90.83427429199219,1024,-65880.859375,-12.244454383850098,-64.33677673339844,-37.66819381713867,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.18649300932884216,1.3798842430114746,129139.875,0.12312240153551102,1024,1.0,4.630023002624512
80,91.80780792236328,1024,-65640.765625,-12.244454383850098,-64.10231018066406,-37.199031829833984,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.21186017990112305,1.7376525402069092,151498.421875,0.12703938782215118,1024,1.0,4.666845798492432
85,92.78733825683594,1024,-65653.15625,-12.244454383850098,-64.11441040039062,-37.380523681640625,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.24923346936702728,1.7384729385375977,181367.65625,0.1329016238451004,1024,1.0,4.726591110229492
90,93.76250457763672,1024,-65197.5625,-12.244454383850098,-63.66949462890625,-36.971946716308594,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.2487017661333084,1.553186058998108,188500.296875,0.13545872271060944,1024,1.0,4.744292259216309
95,94.72156524658203,1024,-65380.1953125,-12.244454383850098,-63.84784698486328,-37.058876037597656,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.30087971687316895,1.7603996992111206,223715.5,0.13880150020122528,1024,1.0,4.774892330169678
100,95.678466796875,1024,-65462.1640625,-12.244454383850098,-63.927894592285156,-36.800933837890625,False,nan,nan,nan,False,nan,nan,nan,False,nan,0.30003929138183594,1.5975205898284912,258318.046875,0.14148372411727905,1024,1.0,4.796310901641846
105,118.35443115234375,1024,-62049.015625,-12.244454383850098,-60.59474182128906,-36.24757385253906,False,nan,nan,nan,False,nan,nan,nan,False,nan,2.396165655227378e-06,0.7082272171974182,0.5616514086723328,0.03376680240035057,1024,1.0,4.411994457244873
110,119.30511474609375,1024,-59906.7890625,-12.244454383850098,-58.502723693847656,-35.843814849853516,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.309967269160552e-06,0.732292890548706,0.8819926381111145,0.03590565547347069,1024,1.0,4.463694095611572
115,120.41503143310547,1024,-58124.10546875,-12.244454383850098,-56.76182174682617,-35.371421813964844,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.715251068570069e-06,0.7177810072898865,1.1551873683929443,0.038039859384298325,1024,1.0,4.524040222167969
120,121.3802719116211,1024,-56557.703125,-12.244454383850098,-55.23213195800781,-34.86741638183594,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.7612253436236642e-06,0.8394717574119568,1.3636653423309326,0.03884071856737137,1024,1.0,4.546429634094238
125,122.48640441894531,1024,-56202.4765625,-12.244454383850098,-54.885231018066406,-35.17188262939453,False,nan,nan,nan,False,nan,nan,nan,False,nan,4.040525254822569e-06,0.8001155853271484,1.6262098550796509,0.03991380333900452,1024,1.0,4.568575382232666
130,123.44905853271484,1024,-55125.94140625,-12.244454383850098,-53.833927154541016,-34.350521087646484,False,nan,nan,nan,False,nan,nan,nan,False,nan,3.997797648480628e-06,0.7817897796630859,1.8606857061386108,0.040997132658958435,1024,1.0,4.580068111419678
135,124.40255737304688,1024,-54772.5078125,-12.244454383850098,-53.48877716064453,-34.09832763671875,False,nan,nan,nan,False,nan,nan,nan,False,nan,4.131475179747213e-06,0.6731598973274231,2.196061134338379,0.04217083752155304,1024,1.0,4.5856242179870605
140,125.50774383544922,1024,-53950.23828125,-12.244454383850098,-52.6857795715332,-33.377532958984375,False,nan,nan,nan,False,nan,nan,nan,False,nan,4.334771347203059e-06,0.6730267405509949,2.2983405590057373,0.04224736616015434,1024,1.0,4.613987922668457
145,126.46907806396484,1024,-53807.01171875,-12.244454383850098,-52.5459098815918,-33.480289459228516,False,nan,nan,nan,False,nan,nan,nan,False,nan,4.479783456190489e-06,0.7817897796630859,2.545759677886963,0.043066609650850296,1024,1.0,4.592009544372559
150,127.57415771484375,1024,-53211.81640625,-12.244454383850098,-51.964664459228516,-33.29987716674805,False,nan,nan,nan,False,nan,nan,nan,False,nan,4.592534423863981e-06,0.8152962923049927,2.824301242828369,0.04376295208930969,1024,1.0,4.578742980957031
155,142.3538818359375,1024,-67350.359375,-12.244454383850098,-65.77183532714844,-44.682212829589844,False,nan,nan,nan,False,nan,nan,nan,False,nan,4436.5263671875,3.699897050857544,6402712576.0,0.38844263553619385,1024,1.0,3.8954949378967285
160,143.317626953125,1024,-68572.078125,-12.244454383850098,-66.96492004394531,-48.47544860839844,False,nan,nan,nan,False,nan,nan,nan,False,nan,5528.98828125,4.345062255859375,15603202048.0,0.4824282228946686,1024,1.0,4.156579971313477
165,144.2755889892578,1024,-68348.25,-12.244454383850098,-66.746337890625,-48.93502426147461,False,nan,nan,nan,False,nan,nan,nan,False,nan,12520.3515625,4.791240692138672,27745785856.0,0.5144986510276794,1024,1.0,4.251724720001221
170,145.25216674804688,1024,-68276.859375,-12.244454383850098,-66.67662048339844,-48.714900970458984,False,nan,nan,nan,False,nan,nan,nan,False,nan,21074.640625,4.8673248291015625,39920406528.0,0.5353345274925232,1024,1.0,4.134315490722656
175,146.22488403320312,1024,-68391.25,-12.244454383850098,-66.788330078125,-49.28572463989258,False,nan,nan,nan,False,nan,nan,nan,False,nan,21141.61328125,4.8673248291015625,51793436672.0,0.5541717410087585,1024,1.0,4.2151665687561035
180,147.20132446289062,1024,-68251.171875,-12.244454383850098,-66.65153503417969,-49.51435852050781,False,nan,nan,nan,False,nan,nan,nan,False,nan,27091.400390625,4.373418807983398,60072005632.0,0.5686052441596985,1024,1.0,4.211829662322998
185,148.1739044189453,1024,-68305.171875,-12.244454383850098,-66.70426940917969,-49.60340118408203,False,nan,nan,nan,False,nan,nan,nan,False,nan,37692.6953125,5.152964115142822,75140808704.0,0.577370285987854,1024,1.0,4.136055946350098
190,149.14483642578125,1024,-68287.21875,-12.244454383850098,-66.68673706054688,-49.52280807495117,False,nan,nan,nan,False,nan,nan,nan,False,nan,45211.80859375,5.152964115142822,90527473664.0,0.5862089991569519,1024,1.0,4.071983337402344
195,150.11387634277344,1024,-67962.7890625,-12.244454383850098,-66.36991119384766,-48.77969741821289,False,nan,nan,nan,False,nan,nan,nan,False,nan,45622.8046875,5.142605781555176,112413458432.0,0.6018558740615845,1024,1.0,4.129599094390869
200,151.0910186767578,1024,-68055.890625,-12.244454383850098,-66.46083068847656,-49.27077865600586,False,nan,nan,nan,False,nan,nan,nan,False,nan,55751.2734375,4.953962326049805,141459931136.0,0.6110709309577942,1024,1.0,4.181271553039551
205,152.0711212158203,1024,-68043.171875,-12.165271759033203,-66.44841003417969,-49.41017532348633,False,nan,nan,nan,False,nan,nan,nan,False,nan,67330.203125,4.473191738128662,155464990720.0,0.6174156069755554,1024,1.0,4.1635236740112305
210,153.04074096679688,1024,-68054.4921875,-12.165271759033203,-66.45946502685547,-49.5623779296875,False,nan,nan,nan,False,nan,nan,nan,False,nan,67330.203125,4.595796585083008,172194349056.0,0.6089640259742737,1024,1.0,4.179019451141357
215,167.19747924804688,1024,-63282.48046875,-12.165271759033203,-61.79929733276367,-39.905517578125,False,nan,nan,nan,False,nan,nan,nan,False,nan,551098.1875,9.74203872680664,5875475456.0,0.2963807284832001,1024,1.0,3.581420421600342
220,168.1744842529297,1024,-61744.3515625,-12.165271759033203,-60.297218322753906,-38.96057891845703,False,nan,nan,nan,False,nan,nan,nan,False,nan,3580383.5,24.69835090637207,46270455808.0,0.3704894483089447,1024,1.0,3.9693856239318848
225,169.1563720703125,1024,-61143.0234375,-12.165271759033203,-59.709983825683594,-38.01544952392578,False,nan,nan,nan,False,nan,nan,nan,False,nan,5049176.5,28.53089141845703,113193222144.0,0.41931775212287903,1024,1.0,4.18239164352417
230,170.15574645996094,1024,-61029.9765625,-12.165271759033203,-59.599586486816406,-37.95703125,False,nan,nan,nan,False,nan,nan,nan,False,nan,5644163.5,29.96222686767578,237814841344.0,0.4634574353694916,1024,1.0,4.210949420928955
235,171.1299591064453,1024,-60233.53125,-12.165271759033203,-58.821807861328125,-37.16421127319336,False,nan,nan,nan,False,nan,nan,nan,False,nan,5902673.0,30.660911560058594,345601212416.0,0.4913109838962555,1024,1.0,4.230199337005615
240,172.1059112548828,1024,-60097.9375,-12.165271759033203,-58.68939208984375,-37.19175338745117,False,nan,nan,nan,False,nan,nan,nan,False,nan,6293885.0,28.046268463134766,403021758464.0,0.5120944976806641,1024,1.0,4.279653549194336
245,173.0758056640625,1024,-59472.51953125,-12.165271759033203,-58.07863235473633,-36.56565856933594,False,nan,nan,nan,False,nan,nan,nan,False,nan,6368916.5,28.103960037231445,514830925824.0,0.531406581401825,1024,1.0,4.3824567794799805
250,174.04718017578125,1024,-58661.90625,-12.165271759033203,-57.287017822265625,-36.15996170043945,True,nan,nan,nan,False,nan,nan,nan,False,0.05000000074505806,6503058.5,31.386754989624023,568171364352.0,0.5557084679603577,1024,1.0,4.379489898681641
255,178.30470275878906,1024,-65065.625,-12.165271759033203,-63.5406494140625,-39.077735900878906,False,nan,nan,nan,False,nan,nan,nan,False,nan,234368.625,30.58781623840332,16737513472.0,0.27322497963905334,1024,1.0,3.752345085144043
260,179.27243041992188,1024,-64307.0390625,-12.165271759033203,-62.799842834472656,-38.55727767944336,False,nan,nan,nan,False,nan,nan,nan,False,nan,742821.5625,26.395732879638672,49895378944.0,0.3772071599960327,1024,1.0,4.123551368713379
265,180.2450714111328,1024,-64173.5234375,-12.165271759033203,-62.669456481933594,-38.24435806274414,False,nan,nan,nan,False,nan,nan,nan,False,nan,1707929.25,24.931114196777344,95793602560.0,0.44274747371673584,1024,1.0,4.190232753753662
270,181.21768188476562,1024,-60539.34375,-12.165271759033203,-59.120452880859375,-37.99231719970703,False,nan,nan,nan,False,nan,nan,nan,False,nan,2287347.75,22.731426239013672,125532807168.0,0.533287763595581,1024,1.0,3.9016358852386475
275,182.182861328125,1024,-54453.83984375,-12.165271759033203,-53.17757797241211,-39.22306442260742,False,nan,nan,nan,False,nan,nan,nan,False,nan,2656374.25,31.251346588134766,56552423424.0,0.6596217155456543,1024,1.0,2.9052789211273193
280,184.13487243652344,1024,-54753.5859375,-12.165271759033203,-53.470298767089844,-38.618106842041016,False,nan,nan,nan,False,nan,nan,nan,False,nan,3909831.75,28.946245193481445,77167050752.0,0.6596217155456543,1024,1.0,3.0477070808410645
285,195.6471405029297,1024,-60471.7265625,-12.165271759033203,-59.054420471191406,-36.440486907958984,False,nan,nan,nan,False,nan,nan,nan,False,nan,13.943968772888184,3.460613489151001,8137427.0,0.1797264814376831,1024,1.0,3.4016048908233643
290,196.6266326904297,1024,-58342.109375,-12.165271759033203,-56.97471618652344,-34.70751190185547,False,nan,nan,nan,False,nan,nan,nan,False,nan,32.344947814941406,3.5390405654907227,15502366.0,0.20578104257583618,1024,1.0,3.3744490146636963
295,197.60678100585938,1024,-57605.4921875,-12.165271759033203,-56.25536346435547,-33.82778549194336,False,nan,nan,nan,False,nan,nan,nan,False,nan,45.914642333984375,3.6963000297546387,24448770.0,0.21744133532047272,1024,1.0,3.7267630100250244
300,198.5781707763672,1024,-56749.19921875,-12.165271759033203,-55.41913986206055,-32.650062561035156,False,nan,nan,nan,False,nan,nan,nan,False,nan,57.317283630371094,3.8824026584625244,30152298.0,0.22628001868724823,1024,1.0,3.6840779781341553
305,199.54971313476562,1024,-56508.3984375,-12.165271759033203,-55.183982849121094,-32.35973358154297,False,nan,nan,nan,False,nan,nan,nan,False,nan,61.96223068237305,4.069628715515137,37526152.0,0.23348915576934814,1024,1.0,3.680605888366699
310,200.5231475830078,1024,-55978.82421875,-12.165271759033203,-54.66682052612305,-31.40627098083496,False,nan,nan,nan,False,nan,nan,nan,False,nan,134.82582092285156,3.9197659492492676,51295140.0,0.23958872258663177,1024,1.0,3.347355365753174
315,201.5061492919922,1024,-55544.7578125,-12.165271759033203,-54.24292755126953,-31.111597061157227,False,nan,nan,nan,False,nan,nan,nan,False,nan,138.7212677001953,4.073809623718262,65116716.0,0.2468908280134201,1024,1.0,3.400207757949829
320,202.48760986328125,1024,-54710.17578125,-12.165271759033203,-53.42790603637695,-30.730457305908203,False,nan,nan,nan,False,nan,nan,nan,False,nan,156.21914672851562,4.255038261413574,68827792.0,0.2453855723142624,1024,1.0,3.2727460861206055
325,203.4638214111328,1024,-55091.640625,-12.165271759033203,-53.80043029785156,-30.854520797729492,False,nan,nan,nan,False,nan,nan,nan,False,nan,147.5765838623047,4.255038261413574,71940200.0,0.24916481971740723,1024,1.0,3.3123536109924316
330,204.4409942626953,1024,-55403.3046875,-12.165271759033203,-54.10478973388672,-31.05078125,False,nan,nan,nan,False,nan,nan,nan,False,nan,166.97970581054688,4.088542938232422,82799872.0,0.25432050228118896,1024,1.0,3.3059847354888916
335,205.42047119140625,1024,-54759.69140625,-12.165271759033203,-53.476261138916016,-30.294652938842773,False,nan,nan,nan,False,nan,nan,nan,False,nan,157.6437530517578,3.9579007625579834,89648592.0,0.25485697388648987,1024,1.0,3.299288511276245
340,206.3970489501953,1024,-54609.3359375,-12.165271759033203,-53.329429626464844,-30.15697479248047,False,nan,nan,nan,False,nan,nan,nan,False,nan,157.6437530517578,4.0142669677734375,84075792.0,0.2598448693752289,1024,1.0,3.2730672359466553
345,207.37167358398438,1024,-54604.58203125,-12.165271759033203,-53.32478713989258,-29.706445693969727,False,nan,nan,nan,False,nan,nan,nan,False,nan,150.39883422851562,4.274507999420166,91415352.0,0.2596021592617035,1024,1.0,3.2894785404205322
350,208.3483123779297,1024,-54407.9453125,-12.165271759033203,-53.13275909423828,-29.500200271606445,False,nan,nan,nan,False,nan,nan,nan,False,nan,171.42626953125,4.188199043273926,101502024.0,0.2593814432621002,1024,1.0,3.3109467029571533
355,209.3238067626953,1024,-54149.828125,-12.165271759033203,-52.88069152832031,-29.304569244384766,False,nan,nan,nan,False,nan,nan,nan,False,nan,174.45486450195312,4.274507999420166,107933024.0,0.26312384009361267,1024,1.0,3.269148826599121
360,210.30010986328125,1024,-54017.8203125,-12.165271759033203,-52.75177764892578,-28.67751693725586,False,nan,nan,nan,False,nan,nan,nan,False,nan,224.6651153564453,4.274507999420166,115578048.0,0.2645149230957031,1024,1.0,3.2721915245056152
