generation,wall_time_s,train_loss_start,train_loss_end,loss_drop_rel,latent_drift,effective_rank
10,21.06182289123535,5259.193359375,241.21607971191406,0.9541344046592712,1.1137157678604126,8.260570526123047
10,38.75970458984375,764.21728515625,11.169398307800293,0.9853845238685608,0.3766796886920929,6.567048072814941
30,57.741878509521484,37050.4453125,269.5865783691406,0.992723822593689,0.45655491948127747,8.350507736206055
30,73.68045806884766,52.83573532104492,1.2839783430099487,0.9756986498832703,0.2414805144071579,6.253894329071045
60,90.54920959472656,210.25283813476562,186.4978485107422,0.11298296600580215,0.29790425300598145,8.446249008178711
60,97.24373626708984,58.62725830078125,12.962150573730469,0.7789057493209839,0.22133854031562805,6.646551609039307
100,121.3107681274414,3006.62109375,234.53323364257812,0.9219943881034851,0.17552071809768677,6.067134857177734
100,131.09915161132812,169.9443817138672,16.14108657836914,0.9050213694572449,0.26425257325172424,6.2735748291015625
150,152.4175262451172,9037.5869140625,544.7131958007812,0.9397280216217041,0.2713106870651245,8.673142433166504
150,164.27734375,129.41355895996094,11.598630905151367,0.9103754758834839,0.2889025807380676,7.477293968200684
210,192.44483947753906,86759.3984375,390.1461181640625,0.9955031275749207,0.35899099707603455,7.915655612945557
210,206.88714599609375,165.82252502441406,13.840707778930664,0.9165329933166504,0.32943809032440186,7.412376403808594
280,232.2294921875,633.6533813476562,250.37652587890625,0.6048682928085327,0.32507458329200745,8.257171630859375
280,239.85174560546875,1725.9700927734375,150.71337890625,0.9126790165901184,0.2701822519302368,7.999567985534668
360,271.9707946777344,24574.52734375,588.8922119140625,0.9760364890098572,0.22882437705993652,8.540960311889648
360,284.3252258300781,169.396484375,10.302964210510254,0.9391784071922302,0.24536795914173126,5.200994968414307
450,315.75396728515625,1043.671630859375,480.90594482421875,0.5392171740531921,0.2252265214920044,7.911477088928223
450,333.71856689453125,126.83854675292969,2.6643826961517334,0.9789938926696777,0.37766218185424805,6.503818511962891
550,369.6271057128906,14261.12109375,621.2406616210938,0.9564381837844849,0.18544253706932068,7.993204593658447
550,374.7055969238281,48.572208404541016,21.047164916992188,0.5666829943656921,0.41556477546691895,7.719779014587402
660,403.9068603515625,1436.209228515625,661.3222045898438,0.5395362973213196,0.5664929151535034,7.0709638595581055
660,408.4295654296875,873.1520385742188,888.795166015625,-0.017915697768330574,0.07594691962003708,5.002924919128418
780,435.0459899902344,7695.97607421875,5630.45703125,0.268389493227005,0.03283374384045601,6.382083892822266
780,452.9223937988281,1181.0556640625,25.489673614501953,0.9784178733825684,0.2519493103027344,7.511506080627441
910,481.3133850097656,1609.0865478515625,1003.1471557617188,0.3765735328197479,0.10612618178129196,7.2945098876953125
910,499.03717041015625,63655.19921875,13.889808654785156,0.9997817873954773,0.13504943251609802,7.740609645843506
1050,532.8802490234375,324.4461364746094,253.69778442382812,0.21805885434150696,0.33051684498786926,7.173945426940918
1050,545.9057006835938,83.26233673095703,2.269627094268799,0.9727412462234497,0.2693822979927063,7.4656243324279785
1200,583.0809936523438,188.76271057128906,97.96102142333984,0.48103615641593933,0.3676106333732605,8.199477195739746
1200,591.263671875,45.996891021728516,11.915430068969727,0.740951418876648,0.3191715478897095,6.7861223220825195
1360,638.6620483398438,70791.9140625,565.8742065429688,0.9920065402984619,0.11980178952217102,7.6963791847229
1360,649.4359130859375,27.424297332763672,2.2123701572418213,0.9193280935287476,0.28852033615112305,7.210941791534424
1530,690.35009765625,298.0142517089844,177.9766387939453,0.4027915298938751,0.30528825521469116,8.819055557250977
1530,703.2916870117188,111.60581970214844,198.90293884277344,-0.7821914553642273,0.6798625588417053,8.276806831359863
1710,745.0780029296875,7040.6748046875,1053.887939453125,0.8503143787384033,0.5559601783752441,8.493407249450684
1710,757.7135620117188,232.11546325683594,99.29855346679688,0.5722019076347351,0.4329851269721985,7.878365993499756
1900,799.2083129882812,14205.5703125,11318.4921875,0.20323564112186432,0.10591307282447815,5.757751941680908
1900,813.1117553710938,1121.8350830078125,137.25338745117188,0.8776528239250183,0.13999980688095093,8.152222633361816
