generation,wall_time_s,train_loss_start,train_loss_end,loss_drop_rel,latent_drift,effective_rank
10,20.9438419342041,5259.193359375,241.21607971191406,0.9541344046592712,1.1137157678604126,8.260570526123047
10,31.883464813232422,106.79888916015625,8.647117614746094,0.9190336465835571,0.2673810124397278,8.005587577819824
30,40.32416915893555,208.9540557861328,125.58636474609375,0.3989761769771576,0.12375771254301071,8.677330017089844
30,44.04127883911133,98.65267181396484,57.93285369873047,0.412759393453598,0.1268787533044815,8.273358345031738
60,62.23378372192383,313.89385986328125,96.93617248535156,0.6911816596984863,0.19322419166564941,8.721715927124023
60,73.63685607910156,338.5054931640625,43.230281829833984,0.8722907304763794,0.1426084041595459,8.268158912658691
100,91.27205657958984,786.7978515625,253.61691284179688,0.6776593923568726,0.25825172662734985,7.813553810119629
100,97.65878295898438,488.9447021484375,44.317195892333984,0.9093615412712097,0.14208263158798218,7.555342197418213
150,116.31866455078125,537.4503784179688,146.98794555664062,0.7265087962150574,0.20766738057136536,7.585132122039795
150,131.36622619628906,656.470458984375,16.036758422851562,0.9755712151527405,0.17604166269302368,7.99444580078125
210,149.58599853515625,333.57513427734375,128.1553192138672,0.6158127188682556,0.13565239310264587,6.721101760864258
210,156.80609130859375,231.41641235351562,30.462574005126953,0.868364691734314,0.07626264542341232,6.949315547943115
280,181.0169219970703,279.84307861328125,156.40977478027344,0.4410804212093353,0.1044246107339859,7.519892692565918
280,189.59034729003906,143.30648803710938,48.14114761352539,0.6640686392784119,0.12509065866470337,7.739757061004639
360,211.003173828125,632.1094360351562,566.8347778320312,0.10326480865478516,0.4928840398788452,6.354499816894531
360,225.984375,40.66905975341797,4.569252967834473,0.8876479268074036,0.12633377313613892,8.652099609375
450,254.74783325195312,863.5542602539062,177.75193786621094,0.794162392616272,0.0972004234790802,7.5597734451293945
450,265.99774169921875,200.2550506591797,28.740936279296875,0.8564783334732056,0.1940121203660965,7.852914333343506
550,297.658935546875,642.5260009765625,258.6882629394531,0.5973886251449585,0.10790863633155823,8.235230445861816
550,312.6941833496094,332.70989990234375,41.89817428588867,0.8740699291229248,0.0800652951002121,7.846356391906738
660,341.6417236328125,662.2481689453125,360.460205078125,0.4557022154331207,0.14158114790916443,7.444299221038818
660,353.61962890625,136.76971435546875,34.34336471557617,0.7488964200019836,0.3589451313018799,6.790429592132568
780,388.2032470703125,182.51626586914062,129.16561889648438,0.2923062741756439,0.07220512628555298,6.0225300788879395
780,400.7036437988281,25.438623428344727,2.6132216453552246,0.8972734808921814,0.03133208304643631,7.953061103820801
910,433.94390869140625,249.55343627929688,187.36367797851562,0.24920417368412018,0.046979472041130066,7.139824390411377
910,440.6221008300781,77.96379089355469,12.833949089050293,0.835385799407959,0.043991729617118835,6.020298480987549
1050,480.7209777832031,313.2469787597656,107.59291076660156,0.6565237045288086,0.028324808925390244,6.359408855438232
1050,495.6243591308594,609.5634765625,36.45923614501953,0.940187931060791,0.013067953288555145,7.257822513580322
1200,531.8195190429688,287.422607421875,234.38162231445312,0.1845400631427765,0.022875498980283737,6.172275066375732
1200,537.330322265625,82.70211791992188,52.99880599975586,0.35916024446487427,0.05072952061891556,7.102170467376709
1360,585.3331909179688,282.61517333984375,102.06919860839844,0.6388403177261353,0.06234981119632721,6.405123233795166
1360,600.3162231445312,150.89036560058594,8.917407035827637,0.9409013986587524,0.05543144419789314,7.05677604675293
1530,646.2029418945312,296.9245910644531,342.6382141113281,-0.15395700931549072,0.1440887153148651,7.220463275909424
1530,649.8696899414062,145.3361358642578,73.17157745361328,0.4965355396270752,0.1573912352323532,6.434207439422607
1710,697.65087890625,239.6556854248047,147.73300170898438,0.38356146216392517,0.16498416662216187,7.924612045288086
1710,707.5548095703125,114.36651611328125,28.569969177246094,0.7501893639564514,0.08222408592700958,7.392097473144531
1900,755.7526245117188,484.2340087890625,440.3591003417969,0.09060683101415634,0.19850021600723267,6.084567070007324
1900,763.3667602539062,37.90138244628906,10.417121887207031,0.7251519560813904,0.010841951705515385,7.200000286102295
